annotator_id,course_code,comment_id,evidence_id,evidence_text,aspect_label,risk_label,risk_severity,is_decision_relevant,_source_file,_source_encoding,_source_row
Yuanhang Yan,COMP9020,1216,COMP9020-E014,末考试难度或题量极大，学生仅完成不到一半内容，虽然最终分数因 scaling 等可能不算低，但考试过程压力恐怖，存在时间严重不足或题目过难的问题。,考试难度与时间压力 / Exam Difficulty & Time Pressure,期末考试恐怖且难以完成 / Terrifying Final Exam Impossible to Complete,medium,yes,evidence_units_Yuanhang_Yan(2).csv,utf-8-sig,139
kreit,GSOE9820,62,GSOE9820-E001,project 比考试重要多了,,,medium,no,COMM1150\evidence_units_kreit.csv,utf-8-sig,2
kreit,GSOE9820,60,GSOE9820-E002,这课纯看组员,小组合作多,,medium,yes,COMM1150\evidence_units_kreit.csv,utf-8-sig,3
kreit,GSOE9820,64,GSOE9820-E003,指望它像普通技术课那样靠自己刷题解决，那可能会失望,考试,,high,yes,COMM1150\evidence_units_kreit.csv,utf-8-sig,4
kreit,GSOE9820,601,GSOE9820-E004,lecture说实话有点闷,lecture,lecture,low,no,COMM1150\evidence_units_kreit.csv,utf-8-sig,5
kreit,GSOE9820,601,GSOE9820-E005,workshop也就是走个流程,project,,low,yes,COMM1150\evidence_units_kreit.csv,utf-8-sig,6
kreit,GSOE9820,1208,GSOE9820-E006,平时作业大部分是小组形式,小组作业,,medium,yes,COMM1150\evidence_units_kreit.csv,utf-8-sig,7
kreit,COMM1150,848,COMM1150-E001,Feliks是个上课很有意思的老头,tutor,,medium,yes,COMM1150\evidence_units_kreit.csv,utf-8-sig,8
kreit,COMM1150,861,COMM1150-E002,本来Lincoln的participation有8/10,得分标准,得分标准不明确,high,yes,COMM1150\evidence_units_kreit.csv,utf-8-sig,9
kreit,COMM1150,941,COMM1150-E003,COMM1150的assessment包括tutorial participation、Lenses and Levers Report、quiz和group sustainability presentation。,marking,,medium,yes,COMM1150\evidence_units_kreit.csv,utf-8-sig,10
kreit,GSOE9820,62,GSOE9820-E001,project 比考试重要多了,,,medium,no,COMP1521\evidence_units_kreit.csv,utf-8-sig,2
kreit,GSOE9820,60,GSOE9820-E002,这课纯看组员,小组合作多,,medium,yes,COMP1521\evidence_units_kreit.csv,utf-8-sig,3
kreit,GSOE9820,64,GSOE9820-E003,指望它像普通技术课那样靠自己刷题解决，那可能会失望,考试,,high,yes,COMP1521\evidence_units_kreit.csv,utf-8-sig,4
kreit,GSOE9820,601,GSOE9820-E004,lecture说实话有点闷,lecture,lecture,low,no,COMP1521\evidence_units_kreit.csv,utf-8-sig,5
kreit,GSOE9820,601,GSOE9820-E005,workshop也就是走个流程,project,,low,yes,COMP1521\evidence_units_kreit.csv,utf-8-sig,6
kreit,GSOE9820,1208,GSOE9820-E006,平时作业大部分是小组形式,小组作业,,medium,yes,COMP1521\evidence_units_kreit.csv,utf-8-sig,7
kreit,COMM1150,848,COMM1150-E001,Feliks是个上课很有意思的老头,tutor,,medium,yes,COMP1521\evidence_units_kreit.csv,utf-8-sig,8
kreit,COMM1150,861,COMM1150-E002,本来Lincoln的participation有8/10,得分标准,得分标准不明确,high,yes,COMP1521\evidence_units_kreit.csv,utf-8-sig,9
kreit,COMM1150,941,COMM1150-E003,COMM1150的assessment包括tutorial participation、Lenses and Levers Report、quiz和group sustainability presentation。,marking,,medium,yes,COMP1521\evidence_units_kreit.csv,utf-8-sig,10
kreit,COMP1521,344,COMP1521-E001,对于只有comp1511的编程背景来说第六周之后是有点吃力的,课程难度,,high,yes,COMP1521\evidence_units_kreit.csv,utf-8-sig,11
kreit,GSOE9820,62,GSOE9820-E001,project 比考试重要多了,,,medium,no,COMP3121\evidence_units_kreit.csv,utf-8-sig,2
kreit,GSOE9820,60,GSOE9820-E002,这课纯看组员,小组合作多,,medium,yes,COMP3121\evidence_units_kreit.csv,utf-8-sig,3
kreit,GSOE9820,64,GSOE9820-E003,指望它像普通技术课那样靠自己刷题解决，那可能会失望,考试,,high,yes,COMP3121\evidence_units_kreit.csv,utf-8-sig,4
kreit,GSOE9820,601,GSOE9820-E004,lecture说实话有点闷,lecture,lecture,low,no,COMP3121\evidence_units_kreit.csv,utf-8-sig,5
kreit,GSOE9820,601,GSOE9820-E005,workshop也就是走个流程,project,,low,yes,COMP3121\evidence_units_kreit.csv,utf-8-sig,6
kreit,GSOE9820,1208,GSOE9820-E006,平时作业大部分是小组形式,小组作业,,medium,yes,COMP3121\evidence_units_kreit.csv,utf-8-sig,7
kreit,COMM1150,848,COMM1150-E001,Feliks是个上课很有意思的老头,tutor,,medium,yes,COMP3121\evidence_units_kreit.csv,utf-8-sig,8
kreit,COMM1150,861,COMM1150-E002,本来Lincoln的participation有8/10,得分标准,得分标准不明确,high,yes,COMP3121\evidence_units_kreit.csv,utf-8-sig,9
kreit,COMM1150,941,COMM1150-E003,COMM1150的assessment包括tutorial participation、Lenses and Levers Report、quiz和group sustainability presentation。,marking,,medium,yes,COMP3121\evidence_units_kreit.csv,utf-8-sig,10
kreit,COMP1521,344,COMP1521-E001,对于只有comp1511的编程背景来说第六周之后是有点吃力的,课程难度,,high,yes,COMP3121\evidence_units_kreit.csv,utf-8-sig,11
kreit,GSOE9820,62,GSOE9820-E001,project 比考试重要多了,,,medium,no,COMP3222\evidence_units_kreit.csv,utf-8-sig,2
kreit,GSOE9820,60,GSOE9820-E002,这课纯看组员,小组合作多,,medium,yes,COMP3222\evidence_units_kreit.csv,utf-8-sig,3
kreit,GSOE9820,64,GSOE9820-E003,指望它像普通技术课那样靠自己刷题解决，那可能会失望,考试,,high,yes,COMP3222\evidence_units_kreit.csv,utf-8-sig,4
kreit,GSOE9820,601,GSOE9820-E004,lecture说实话有点闷,lecture,lecture,low,no,COMP3222\evidence_units_kreit.csv,utf-8-sig,5
kreit,GSOE9820,601,GSOE9820-E005,workshop也就是走个流程,project,,low,yes,COMP3222\evidence_units_kreit.csv,utf-8-sig,6
kreit,GSOE9820,1208,GSOE9820-E006,平时作业大部分是小组形式,小组作业,,medium,yes,COMP3222\evidence_units_kreit.csv,utf-8-sig,7
kreit,COMM1150,848,COMM1150-E001,Feliks是个上课很有意思的老头,tutor,,medium,yes,COMP3222\evidence_units_kreit.csv,utf-8-sig,8
kreit,COMM1150,861,COMM1150-E002,本来Lincoln的participation有8/10,得分标准,得分标准不明确,high,yes,COMP3222\evidence_units_kreit.csv,utf-8-sig,9
kreit,COMM1150,941,COMM1150-E003,COMM1150的assessment包括tutorial participation、Lenses and Levers Report、quiz和group sustainability presentation。,marking,,medium,yes,COMP3222\evidence_units_kreit.csv,utf-8-sig,10
kreit,COMP1521,344,COMP1521-E001,对于只有comp1511的编程背景来说第六周之后是有点吃力的,课程难度,,high,yes,COMP3222\evidence_units_kreit.csv,utf-8-sig,11
kreit,COMP3222,1049,COMP3222-E001,他对学生的要求也非常高,难度,,,yes,COMP3222\evidence_units_kreit.csv,utf-8-sig,12
kreit,GSOE9820,62,GSOE9820-E001,project 比考试重要多了,,,medium,no,COMP3311\evidence_units_kreit.csv,utf-8-sig,2
kreit,GSOE9820,60,GSOE9820-E002,这课纯看组员,小组合作多,,medium,yes,COMP3311\evidence_units_kreit.csv,utf-8-sig,3
kreit,GSOE9820,64,GSOE9820-E003,指望它像普通技术课那样靠自己刷题解决，那可能会失望,考试,,high,yes,COMP3311\evidence_units_kreit.csv,utf-8-sig,4
kreit,GSOE9820,601,GSOE9820-E004,lecture说实话有点闷,lecture,lecture,low,no,COMP3311\evidence_units_kreit.csv,utf-8-sig,5
kreit,GSOE9820,601,GSOE9820-E005,workshop也就是走个流程,project,,low,yes,COMP3311\evidence_units_kreit.csv,utf-8-sig,6
kreit,GSOE9820,1208,GSOE9820-E006,平时作业大部分是小组形式,小组作业,,medium,yes,COMP3311\evidence_units_kreit.csv,utf-8-sig,7
kreit,COMM1150,848,COMM1150-E001,Feliks是个上课很有意思的老头,tutor,,medium,yes,COMP3311\evidence_units_kreit.csv,utf-8-sig,8
kreit,COMM1150,861,COMM1150-E002,本来Lincoln的participation有8/10,得分标准,得分标准不明确,high,yes,COMP3311\evidence_units_kreit.csv,utf-8-sig,9
kreit,COMM1150,941,COMM1150-E003,COMM1150的assessment包括tutorial participation、Lenses and Levers Report、quiz和group sustainability presentation。,marking,,medium,yes,COMP3311\evidence_units_kreit.csv,utf-8-sig,10
kreit,COMP1521,344,COMP1521-E001,对于只有comp1511的编程背景来说第六周之后是有点吃力的,课程难度,,high,yes,COMP3311\evidence_units_kreit.csv,utf-8-sig,11
kreit,COMP3222,1049,COMP3222-E001,他对学生的要求也非常高,难度,,,yes,COMP3311\evidence_units_kreit.csv,utf-8-sig,12
kreit,GSOE9820,62,GSOE9820-E001,project 比考试重要多了,,,medium,no,GSOE9820\evidence_units_kreit.csv,utf-8-sig,2
kreit,GSOE9820,60,GSOE9820-E002,这课纯看组员,小组合作多,,medium,yes,GSOE9820\evidence_units_kreit.csv,utf-8-sig,3
kreit,GSOE9820,64,GSOE9820-E003,指望它像普通技术课那样靠自己刷题解决，那可能会失望,考试,,high,yes,GSOE9820\evidence_units_kreit.csv,utf-8-sig,4
kreit,GSOE9820,601,GSOE9820-E004,lecture说实话有点闷,lecture,lecture,low,no,GSOE9820\evidence_units_kreit.csv,utf-8-sig,5
kreit,GSOE9820,601,GSOE9820-E005,workshop也就是走个流程,project,,low,yes,GSOE9820\evidence_units_kreit.csv,utf-8-sig,6
kreit,GSOE9820,1208,GSOE9820-E006,平时作业大部分是小组形式,小组作业,,medium,yes,GSOE9820\evidence_units_kreit.csv,utf-8-sig,7
