annotator_id,course_code,course_title_en,comment_id,first_hand_experience,contains_concrete_evidence,specificity_0_3,low_evidence_general,aspect_labels,risk_labels,risk_severity_0_3,sentiment,evidence_span,notes,updated_at,_source_file,_source_encoding,_source_row
Yuanhang Yan,FINS3633,Real Estate Finance,742,unclear,no,0,yes,assessment,none,0,negative,none,,2026-07-08T09:56:41.289Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,97
Yuanhang Yan,FINS3633,Real Estate Finance,749,yes,no,2,yes,assessment;exam;assignment,,0,positive,none,,2026-07-08T09:56:40.850Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,98
Yuanhang Yan,FINS3633,Real Estate Finance,756,yes,no,1,yes,assessment;exam;assignment;project,none,0,mixed,none,,2026-07-08T09:56:40.436Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,99
Yuanhang Yan,FINS3633,Real Estate Finance,763,yes,no,1,yes,assessment,none,0,neutral,none,,2026-07-08T09:56:40.009Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,100
Yuanhang Yan,FINS3633,Real Estate Finance,771,unclear,no,0,yes,assessment;exam,none,0,neutral,none,,2026-07-08T09:56:39.567Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,101
Yuanhang Yan,ECON1101,Microeconomics 1,786,yes,yes,2,no,assessment;exam;assignment;quiz;marking,none,2,mixed,ECON1101在2026 T1线下考完后感觉不水了。一节lecture和workshop都没去的话，final准备会很难  playecon题很多也不确定是不是都要做,,2026-07-08T09:25:05.311Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,102
Yuanhang Yan,ECON1101,Microeconomics 1,796,yes,yes,2,no,assessment;assignment,content_too_hard,3,negative,不好学 千万不要选   final背刺我！🥵超很难 而且变成线下考试了,,2026-07-08T09:25:38.340Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,103
Yuanhang Yan,ECON1101,Microeconomics 1,801,yes,yes,3,no,assessment;exam;assignment;project;feedback;marking;workload,none,2,mixed,econ1101的教学质量简直差劲！lecture讲的太慢了，还不如自己去youtube 小破站看看别的学校的教学视频   网上包括dx给的答案有可能是错误的！一定要找小小伙伴discuss一下或者问老师,,2026-07-08T09:26:01.003Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,104
Yuanhang Yan,ECON1101,Microeconomics 1,808,yes,yes,3,no,assessment;exam;assignment;project;marking;workload,high_workload;unclear_marking;insufficient_support;content_too_hard,2,neutral,他们有一些计算题的数字真的跟狗啃的一样，自己算出来会怀疑人生，并且他有几道题的表述很差有歧义    final exam是从question bank抽题，导致很多题都高度同质化，虽然他们sample/past paper是一套都不给，但是基本上考试前只要找别人要一两套past paper期末就可以无痛通关   负责人员有三个。这就导致他们平时和final都很难有人工审核/监考。...final纯online而且都是选填，所以这门课就算完全不学纯靠AI也可以拿个85分,,2026-07-08T09:26:57.870Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,105
Yuanhang Yan,ECON1101,Microeconomics 1,813,yes,no,1,yes,assessment;exam,none,0,positive,none,,2026-07-08T09:24:07.801Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,106
Yuanhang Yan,ECON1101,Microeconomics 1,819,yes,no,0,yes,other,none,0,neutral,none,,2026-07-08T09:24:07.630Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,107
Yuanhang Yan,ECON1101,Microeconomics 1,826,yes,no,2,yes,assessment;exam,none,0,positive,none,,2026-07-08T09:24:07.313Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,108
Yuanhang Yan,FINS3633,Real Estate Finance,931,yes,no,2,yes,assessment;exam;assignment,none,0,positive,none,,2026-07-08T09:56:39.332Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,109
Yuanhang Yan,COMP9517,Computer Vision,980,yes,no,1,yes,assessment;exam;assignment;group_work,,1,positive,none,,2026-07-07T12:38:35.648Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,110
Yuanhang Yan,COMP6771,Advanced C++ Programming,984,yes,no,1,yes,lecture;career_relevance,none,0,mixed,none,,2026-07-07T13:59:35.126Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,111
Yuanhang Yan,COMP9517,Computer Vision,989,yes,yes,1,yes,assessment;exam;assignment;project;quiz;feedback,,0,positive,代码部分2个人做，确实压力很大,,2026-07-07T12:40:06.933Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,112
Yuanhang Yan,COMP6771,Advanced C++ Programming,993,yes,yes,2,no,assessment;exam;assignment;project;quiz;marking,content_too_hard;positive_evidence,1,positive,没学过c或者是完全转码毫无基础的同学不适合学这个课的,,2026-07-07T13:59:35.284Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,113
Yuanhang Yan,COMP9517,Computer Vision,998,yes,no,0,yes,assessment;exam,,0,positive,none,,2026-07-07T12:37:58.754Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,114
Yuanhang Yan,COMP6771,Advanced C++ Programming,1003,yes,yes,2,no,exam;quiz,,1,positive,none,,2026-07-07T13:59:35.452Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,115
Yuanhang Yan,COMP6771,Advanced C++ Programming,1011,yes,yes,3,no,assessment;exam;assignment;project;quiz;feedback;marking;lecture;teaching_quality,unclear_marking;weak_teaching;insufficient_support;content_too_hard,1,mixed,老师是Hyden...上课英语就很费劲，加上C++本来很难。。。这是唯一一门我担心会挂科的课    除了第一次课，那真是一点不基础，看之前有同学说平时上课打螺丝，作业造火箭，一点不认同，上课/课件内容一点不简单/难懂    Dynamic polymorphism，可以用理解原理就行了呗，考试居然真考了vtable   Tutor扣分也非常的厉害，动不动10几分就给扣了   Exercise 每周都有，不算分也不用交，但真是这门课的核心，掌握课程就靠他了   这是唯一一门我担心会挂科的课，其他课从没担心过,,2026-07-07T13:59:35.991Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,116
Yuanhang Yan,COMP6771,Advanced C++ Programming,1020,yes,yes,2,no,assessment;exam;assignment;project;quiz;marking;workload;tutorial;teaching_quality;career_relevance,exam_sample_mismatch;high_workload;poor_organization;insufficient_support;content_too_hard,2,mixed,刚开始说的是要考50%的分才能过，后面也没有按这要求来，好像30%还是多少就算pass     强调PDF须所有人能公开访问，确保公平，WTF，认真的吗？...完全是给了组队作弊的空间。今天打开XHS，真特么有考前组队的   个人估计50%以上的人两题都没做出来,,2026-07-07T14:01:34.847Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,117
Yuanhang Yan,COMP9444,Neural Networks and Deep Learning,1023,yes,no,1,yes,assessment;career_relevance,none,0,neutral,none,,2026-07-08T09:09:58.652Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,118
Yuanhang Yan,COMP2521,Data Structures and Algorithms,1025,unclear,no,1,yes,assessment;exam;assignment;quiz,content_too_hard;content_too_much,1,negative,"挂科的人很多🥶🥶 ... 新南的COMP2521已经成为很多同学无法逾越的大山了""平时满分，线下写代码真的是太难了😭😭",,2026-07-07T10:19:15.603Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,119
Yuanhang Yan,COMP6771,Advanced C++ Programming,1028,yes,yes,2,no,assessment;assignment;project;quiz;feedback;marking;workload,high_workload;unclear_marking;poor_organization;weak_teaching;insufficient_support;content_too_hard,2,mixed,"只占30分的考试一开始设置巨额hurdle   课件是很简单直白但是所谓的简答题考的一点都不基础，必须是对现代C++有一定的了解然后去磕他的exercise和sample才能一知半解""   两道编程我是考场A了q2，做完之后q3只有半个小时了随便写写了最后拿了个位数的分数""   ass2和3用了ai扣分也巨严格，两个都是80多分""",,2026-07-07T13:58:30.593Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,120
Yuanhang Yan,COMP2521,Data Structures and Algorithms,1033,yes,no,2,no,assessment,,1,positive,简单就说下整个comp2521包含4个阶段，总共就是需要实现10多个核心函数，前两个阶段stage1-2还好主要就是对指针的练习，第三阶段引入符号链接后，可能需要对原有逻辑、结构进行一定的调整,,2026-07-07T10:19:15.338Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,121
Yuanhang Yan,COMP6771,Advanced C++ Programming,1036,yes,no,1,yes,course_organization,,0,positive,none,,2026-07-07T13:55:24.167Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,122
Yuanhang Yan,COMP2521,Data Structures and Algorithms,1042,yes,yes,2,no,assessment;exam;assignment;workload,high_workload;content_too_hard;content_too_much,1,mixed,assign2占比仍然是15%，但是难度会比assign1高不少。建议不要到最后才开始做，否则是做不完的，w10前后所有的ddl都堆到了一起。趁早开始！趁早开始！趁早开始！相信我，这四个字有可能避免你的挂科。,同时涉及asesment和final考试，final考试被称为期末,2026-07-07T10:19:14.618Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,123
Yuanhang Yan,COMP6443,Web Application Security and Testing,1045,yes,no,2,no,assessment;assignment;workload,,1,neutral,none,,2026-07-07T14:24:45.790Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,124
Yuanhang Yan,COMP6443,Web Application Security and Testing,1051,yes,no,2,yes,assessment;assignment;lecture;tutorial,,0,neutral,none,,2026-07-07T14:24:45.947Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,125
Yuanhang Yan,COMP6443,Web Application Security and Testing,1058,yes,no,2,no,assessment;assignment;workload,content_too_much;Too much work,2,negative,作业量巨大   对于不了解Web洞的同学来说比较困难,,2026-07-07T14:24:46.086Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,126
Yuanhang Yan,COMP3411,Artificial Intelligence,1063,yes,yes,3,no,assessment;course_organization;teaching_quality;resource_quality,none,0,positive,none,,2026-07-08T08:04:19.022Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,127
Yuanhang Yan,COMP6443,Web Application Security and Testing,1065,yes,yes,3,no,assessment;assignment;workload;group_work;course_organization,harsh_grading;group_work_risk;content_too_much;Too much work,1,neutral,对组员要求较高   要摸清楚每个tutor的评分点在哪里。不然很容易写了很多但是低分,,2026-07-07T14:24:56.774Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,128
Yuanhang Yan,COMP6443,Web Application Security and Testing,1072,yes,yes,2,no,assessment;exam;assignment;marking,,0,neutral,none,,2026-07-07T14:24:57.368Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,129
Yuanhang Yan,COMP6443,Web Application Security and Testing,1080,yes,yes,2,no,assessment;assignment;Stuff,unclear_marking;Too much work,1,neutral,教授要求比较死板   assignment要选好组员，tutor最好去上,,2026-07-07T14:25:16.373Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,130
Yuanhang Yan,COMP2511,Software Design and Architecture,1102,yes,no,2,yes,assessment;exam;assignment;quiz;group_work;career_relevance,group_work_risk;content_too_hard,1,neutral,对Java能力和软件设计能力要求比较高  隐藏测试和代码细节会比较折磨，需要仔细打磨实现,,2026-07-07T10:42:58.383Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,131
Yuanhang Yan,COMP1511,Programming Fundamentals,1109,yes,no,2,yes,assessment,,0,positive,style和测试细节需要认真处理,,2026-07-07T12:22:22.305Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,132
Yuanhang Yan,COMP2521,Data Structures and Algorithms,1110,yes,no,2,yes,assessment,prerequisite_gap,1,neutral,知识量和coding量都比较大 知识量和coding量都比较大 知识量和coding量都比较大,,2026-07-07T10:18:30.107Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,133
Yuanhang Yan,COMP6443,Web Application Security and Testing,1113,no,no,2,yes,assessment;assignment;group_work,none,1,neutral,none,,2026-07-07T14:22:57.704Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,134
Yuanhang Yan,COMP3411,Artificial Intelligence,1119,unclear,yes,2,yes,assessment;assignment;teaching_quality;resource_quality,none,1,neutral,整体仍然不算简单，报告里的比较、讨论和证明也要认真写,,2026-07-08T08:04:18.856Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,135
Yuanhang Yan,COMP9020,Foundations of Computer Science,1130,yes,no,1,yes,assessment,none,1,neutral,none,,2026-07-08T09:45:19.698Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,136
Yuanhang Yan,COMP4920,Professional Issues and Ethics in Information Technology,1136,yes,yes,2,no,assessment;exam;assignment;marking;course_organization,none,2,neutral,final是hurdle task，必须达到competent相关标准，否则会影响整门课通过,,2026-07-08T08:18:34.046Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,137
Yuanhang Yan,COMP9517,Computer Vision,1146,unclear,no,1,no,exam,double_pass_or_hurdle,0,positive,近期我看到这类课加了double pass，不能再完全按老印象判断,,2026-07-07T12:37:58.263Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,138
Yuanhang Yan,COMP9517,Computer Vision,1199,yes,no,1,yes,exam,,0,positive,期末都是选择题！但是我只对了一半！,,2026-07-07T12:37:24.132Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,139
Yuanhang Yan,COMP6771,Advanced C++ Programming,1200,yes,no,1,yes,assessment;exam;teaching_quality,unclear_marking;poor_organization,0,positive,重复评论,,2026-07-07T13:53:49.027Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,140
Yuanhang Yan,COMP9020,Foundations of Computer Science,1215,yes,yes,3,no,assessment;exam,high_workload,2,negative,20来分没时间写,,2026-07-08T09:45:19.489Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,141
Yuanhang Yan,COMP9020,Foundations of Computer Science,1216,yes,yes,3,no,assessment;exam,high_workload;content_too_hard;Too much work,2,mixed,期末很恐怖，我也是写了一半都不到,,2026-07-08T09:45:18.956Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,142
Yuanhang Yan,COMP6771,Advanced C++ Programming,1221,yes,yes,3,no,assessment;exam;assignment;project;quiz;feedback;marking;workload;course_organization;teaching_quality;resource_quality;career_relevance,high_workload;unclear_marking;poor_organization;content_too_hard,1,mixed,重复评论,,2026-07-07T13:53:48.885Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,143
Yuanhang Yan,COMP6771,Advanced C++ Programming,1222,yes,yes,2,no,assessment;exam;assignment;quiz;feedback;marking;teaching_quality;resource_quality,exam_sample_mismatch;high_workload;unclear_marking;harsh_grading;poor_organization;insufficient_support;content_too_hard,2,negative,重复评论,,2026-07-07T13:53:48.739Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,144
Yuanhang Yan,COMP6771,Advanced C++ Programming,1223,yes,,,,,,,neutral,重复评论,,2026-07-07T13:53:48.586Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,145
Yuanhang Yan,COMP6771,Advanced C++ Programming,1224,,,,,,,,,重复评论,,2026-07-07T13:53:48.429Z,review_annotations_Yuanhang_Yan(3).csv,utf-8-sig,146
Miris sjy,COMP1511,Programming Fundamentals,11,,,,,,,,,,,2026-07-10T05:38:24.246Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,2
Miris sjy,COMP1511,Programming Fundamentals,15,,,,,,,,,,,2026-07-10T05:38:44.919Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,3
Miris sjy,COMP6713,Natural Language Processing,32,unclear,no,0,yes,assessment,none,0,neutral,,,2026-07-10T06:10:47.454Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,4
Miris sjy,COMP6080,Web Front-End Programming,33,no,no,1,yes,assessment;exam;group_work,unclear_marking;harsh_grading,1,negative,压分比较严重，期末还是手写代码。,技术难度高，覆盖面广有深度,2026-07-10T03:59:54.691Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,5
Miris sjy,COMP6080,Web Front-End Programming,93,yes,no,2,yes,assessment,high_workload,0,neutral,天天都在赶作业,,2026-07-07T11:49:14.312Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,7
Miris sjy,COMP6080,Web Front-End Programming,95,yes,yes,3,no,assignment,high_workload,0,positive,但 workload 真的重，assignment 一个接一个,,2026-07-07T11:49:14.472Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,8
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,123,,no,0,yes,assessment;assignment,high_workload,0,mixed,,,2026-07-10T05:38:46.709Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,12
Miris sjy,COMP6080,Web Front-End Programming,125,unclear,no,1,yes,assignment,high_workload,0,mixed,作业量太大了,,2026-07-07T11:49:14.642Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,13
Miris sjy,COMP6080,Web Front-End Programming,127,unclear,yes,1,yes,assessment,high_workload;low_practical_value,3,negative,ai这么强，前端还有学的意义吗？,,2026-07-07T11:49:14.816Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,14
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,129,unclear,yes,1,yes,assessment;teaching_quality,none,0,positive,好拿分,,2026-07-10T04:01:44.287Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,15
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,131,unclear,yes,1,yes,assessment;assignment,none,0,positive,内容还挺实用的,,2026-07-10T04:02:17.856Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,16
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,133,unclear,yes,1,yes,assessment,none,0,neutral,花点时间理解，但回报还不错,,2026-07-10T04:24:21.596Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,17
Miris sjy,COMP6080,Web Front-End Programming,149,no,yes,1,yes,assessment;assignment,high_workload,1,neutral,全是ass,,2026-07-07T11:49:14.995Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,18
Miris sjy,COMP6080,Web Front-End Programming,151,yes,yes,3,no,assessment;assignment;teaching_quality,high_workload,0,mixed,你一边骂 workload，一边又承认这课确实教得有用。,,2026-07-07T11:49:15.179Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,19
Miris sjy,COMP6080,Web Front-End Programming,153,unclear,no,0,yes,support;career_relevance,low_practical_value,3,negative,前端还有活路吗,,2026-07-07T11:49:15.363Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,20
Miris sjy,COMP6080,Web Front-End Programming,155,unclear,no,0,yes,resource_quality;support,none,0,neutral,none,,2026-07-07T11:49:15.565Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,21
Miris sjy,COMP6080,Web Front-End Programming,157,yes,no,1,yes,group_work,group_work_risk,0,neutral,很吃小组队友,,2026-07-07T11:49:15.757Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,22
Miris sjy,COMP6713,Natural Language Processing,169,unclear,no,1,yes,assessment,none,0,positive,,,2026-07-10T05:54:07.010Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,23
Miris sjy,COMP6713,Natural Language Processing,171,yes,yes,1,no,assessment;marking;group_work,unclear_marking;harsh_grading,1,mixed,老师实在太抽象了，开局直接扣20%小组分,,2026-07-10T05:56:43.504Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,24
Miris sjy,COMP6713,Natural Language Processing,173,yes,no,1,yes,assessment,none,0,positive,,,2026-07-10T05:57:08.830Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,25
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,185,yes,yes,1,yes,assessment;assignment,high_workload,1,mixed,写作业写到崩溃,,2026-07-10T04:24:57.029Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,26
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,187,yes,yes,1,no,assessment;assignment;lab,none,0,positive,assignment分值挺高的，lab基本照着做就能拿满,,2026-07-10T04:26:11.388Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,27
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,189,unclear,yes,1,yes,assignment,harsh_grading,0,neutral,作业要求比较严格,,2026-07-10T04:26:54.366Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,28
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,191,unclear,no,1,yes,assessment,none,0,positive,,,2026-07-10T04:27:22.299Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,30
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,193,unclear,no,0,yes,assessment,none,0,positive,,,2026-07-10T04:27:42.932Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,31
Miris sjy,COMP6713,Natural Language Processing,240,yes,yes,2,no,assessment;exam,exam_sample_mismatch,2,mixed,复习一星期，结果期末考试一个没考到,,2026-07-10T05:58:07.922Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,34
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,268,yes,yes,,,exam,none,0,positive,25T3依然是线上final,,2026-07-10T04:28:36.237Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,35
Miris sjy,COMP6080,Web Front-End Programming,275,yes,yes,3,no,assessment;assignment;course_organization;teaching_quality,unclear_marking,0,mixed,主包遇到的tutor都很好    打分的话挺看运气的,,2026-07-07T11:49:15.974Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,36
Miris sjy,COMP6713,Natural Language Processing,276,yes,no,2,yes,assessment;exam,none,1,neutral,,,2026-07-10T05:59:17.564Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,37
Miris sjy,COMP6713,Natural Language Processing,282,yes,yes,3,no,assessment;assignment;project;group_work,harsh_grading,2,negative,作业和final给分很烂,,2026-07-10T06:00:29.690Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,40
Miris sjy,COMP6080,Web Front-End Programming,289,yes,yes,3,no,assessment;teaching_quality,harsh_grading;weak_teaching,2,negative,相当大一部分人在考试中收到了不正常的低分，0分，亦或者是unreleased,,2026-07-07T11:49:16.200Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,41
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,307,yes,yes,1,yes,assessment;assignment,none,0,positive,平时分作业交了就全是满分,,2026-07-10T04:29:35.196Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,42
Miris sjy,COMP6713,Natural Language Processing,322,yes,yes,3,no,exam,exam_sample_mismatch;harsh_grading,3,negative,final和sample/quiz完全不一样，给的hint基本不搭边。,,2026-07-10T06:02:03.704Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,44
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,348,yes,,1,yes,assessment;teaching_quality,none,,positive,,,2026-07-10T04:30:26.413Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,46
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,351,yes,yes,3,no,assessment;exam;assignment,none,0,positive,如果你目标是Pass，期末压力很小，平时分拿稳了，Final随便考考都能过。,,2026-07-10T04:31:34.838Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,48
Miris sjy,COMP6080,Web Front-End Programming,442,yes,yes,2,no,assessment,positive_evidence,0,positive,made me properly see the value of my code.,,2026-07-07T11:49:16.392Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,49
Miris sjy,COMP6080,Web Front-End Programming,443,yes,yes,2,no,assignment,high_workload,0,mixed,"long nights, debugging, strange spec requirements, and many different ways to solve things",,2026-07-07T11:49:23.886Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,50
Miris sjy,COMP6080,Web Front-End Programming,457,yes,,3,no,assignment,high_workload;harsh_grading;poor_organization,,neutral,作业事情很多，提交规则也很折磨   tutor打分和沟通体验会很影响心态,,2026-07-07T11:49:35.141Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,51
Miris sjy,COMP6991,Solving Modern Programming Problems with Rust,606,yes,yes,2,yes,assessment,none,0,positive,不学也能拿到很高的分数,,2026-07-10T04:32:30.728Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,56
Miris sjy,COMP6080,Web Front-End Programming,608,yes,yes,3,no,assessment;assignment;teaching_quality,high_workload;content_too_hard,2,mixed,巨量时间投入，完全不值得。,,2026-07-07T12:00:08.110Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,57
Miris sjy,COMP6080,Web Front-End Programming,949,yes,yes,3,no,assessment;exam;assignment,delayed_feedback;harsh_grading;double_pass_or_hurdle,1,negative,发邮件给她，等了三周，在Hayden的帮助下，才回复我😭。然后给了我三分之一的分数，说我的代码运行不了,,2026-07-07T12:02:21.074Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,60
Miris sjy,COMP6713,Natural Language Processing,951,yes,yes,1,no,exam,exam_sample_mismatch,2,negative,final和sample/quiz完全不一样，给的hint基本不搭边。,,2026-07-10T06:04:19.878Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,61
Miris sjy,COMP6080,Web Front-End Programming,957,yes,yes,1,yes,assignment,unclear_marking;harsh_grading,2,negative,四个assessment申请了三个,,2026-07-07T12:02:21.453Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,62
Miris sjy,COMP6713,Natural Language Processing,959,unclear,no,1,yes,exam,content_too_hard,1,negative,,,2026-07-10T06:04:55.204Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,63
Miris sjy,COMP6080,Web Front-End Programming,966,yes,no,0,yes,assignment,unclear_marking;harsh_grading,1,negative,,,2026-07-07T12:02:22.022Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,64
Miris sjy,COMP6713,Natural Language Processing,968,yes,no,1,yes,exam,exam_sample_mismatch,1,negative,,,2026-07-10T06:05:17.515Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,65
Miris sjy,COMP6080,Web Front-End Programming,974,yes,yes,0,yes,exam,none,0,neutral,把那些导航栏写出来就有十几分了,,2026-07-07T12:05:25.261Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,66
Miris sjy,COMP6713,Natural Language Processing,976,yes,yes,2,no,exam,exam_sample_mismatch;double_pass_or_hurdle,1,negative,有些公式都没细讲就出题目了,,2026-07-10T06:06:03.817Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,67
Miris sjy,COMP6080,Web Front-End Programming,982,unclear,no,0,yes,exam,unclear_marking,1,negative,,,2026-07-07T12:06:23.841Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,69
Miris sjy,COMP6713,Natural Language Processing,983,yes,no,1,yes,exam,exam_sample_mismatch;assessment_bunching,1,negative,,,2026-07-10T06:06:33.380Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,70
Miris sjy,COMP6080,Web Front-End Programming,991,yes,yes,1,yes,exam,unclear_marking;harsh_grading,1,negative,直接0然后uf给我气坏了,,2026-07-07T12:07:00.282Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,72
Miris sjy,COMP6713,Natural Language Processing,992,yes,no,1,yes,assessment,none,0,neutral,,,2026-07-10T06:06:54.925Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,73
Miris sjy,COMP6080,Web Front-End Programming,1001,no,yes,1,yes,assessment,content_too_shallow,1,neutral,水课,,2026-07-07T12:08:12.487Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,75
Miris sjy,COMP6713,Natural Language Processing,1002,unclear,no,0,yes,assessment,none,0,negative,,,2026-07-10T06:07:17.811Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,76
Miris sjy,COMP6080,Web Front-End Programming,1009,unclear,no,1,yes,assignment,high_workload,0,neutral,,,2026-07-07T12:08:39.948Z,9417\review_annotations_Miris_sjy (2).csv,utf-8-sig,78
